('Market Cap', '3.515T')
         629954 function calls (605540 primitive calls) in 3.647 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      331    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        2    0.000    0.000    0.003    0.002 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:311(SpecialPseudoPattern)
      742    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      144    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.009    0.009 _policybase.py:1(<module>)
      380    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2316(__init__)
  109/107    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        7    0.000    0.000    0.002    0.000 typing.py:2979(_make_nmtuple)
      184    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
       24    0.000    0.000    0.001    0.000 typing.py:806(Optional)
      110    0.000    0.000    0.000    0.000 enum.py:199(__get__)
       19    0.000    0.000    0.001    0.000 __init__.py:43(compile)
      477    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
       43    0.000    0.000    0.000    0.000 typing.py:2696(overload)
        1    0.000    0.000    0.021    0.021 client.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       13    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1939(__init__)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      167    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    3.330    3.330 financial.py:7(main)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
       96    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
    31/26    0.000    0.000    0.010    0.000 css_parser.py:704(parse_pseudo_open)
      173    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      140    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        3    0.000    0.000    0.049    0.016 exceptions.py:1(<module>)
      425    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1717(path_hook_for_FileFinder)
       41    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
       70    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
       48    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
    82/58    0.000    0.000    0.003    0.000 typing.py:574(__getitem__)
        2    0.000    0.000    0.003    0.001 models.py:1(<module>)
        1    0.000    0.000    1.078    1.078 connection.py:724(connect)
        3    0.000    0.000    0.021    0.007 response.py:1(<module>)
       53    0.000    0.000    0.000    0.000 utils.py:56(unicode_range)
       10    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
       19    0.000    0.000    0.000    0.000 css_types.py:92(__init__)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       37    0.000    0.000    0.000    0.000 __init__.py:91(_replace_charref)
        1    0.000    0.000    0.663    0.663 connection.py:901(_ssl_wrap_socket_and_match_hostname)
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       65    0.000    0.000    0.023    0.000 css_match.py:1478(iselect)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       32    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
       42    0.000    0.000    0.000    0.000 socket.py:744(readable)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        5    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
       68    0.000    0.000    0.000    0.000 utils.py:79(is_punctuation)
        1    0.000    0.000    0.024    0.024 ssl_.py:1(<module>)
       19    0.000    0.000    0.000    0.000 css_types.py:136(__init__)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
      106    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.095    0.095 __init__.py:211(__init__)
  121/103    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.030    0.030 connectionpool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:135(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
        1    0.000    0.000    0.641    0.641 ssl.py:990(_create)
        5    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x787a448b3e20}
        1    0.000    0.000    0.000    0.000 css_match.py:433(_Match)
        5    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
       10    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
      132    0.000    0.000    0.000    0.000 element.py:2355(get)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.009    0.009 cookiejar.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
      120    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      169    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       69    0.000    0.000    0.000    0.000 utils.py:214(is_unprintable)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
       22    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
       43    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.000    0.000    0.316    0.316 connection.py:540(getresponse)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       19    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
      161    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       59    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
       54    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    3.203    3.203 sessions.py:673(send)
        9    0.000    0.000    0.001    0.000 parser.py:172(set_cdata_mode)
        7    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      302    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
       17    0.000    0.000    0.015    0.001 css_parser.py:1040(process_selectors)
        7    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        1    0.000    0.000    0.004    0.004 _typing.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.020    0.020 legacy.py:19(detect)
        1    0.000    0.000    0.000    0.000 __init__.py:306(PackagePath)
        1    0.000    0.000    0.415    0.415 connection.py:198(_new_conn)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        2    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.000    0.000 cd.py:291(merge_coherence_ratios)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__eq__)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 connection.py:424(request)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1600(make_cookies)
        1    0.000    0.000    0.083    0.083 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:909(_linkage_fixer)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       18    0.000    0.000    0.002    0.000 element.py:3109(select_one)
       52    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
       10    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        1    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
       19    0.000    0.000    0.000    0.000 css_match.py:179(get_children)
      289    0.000    0.000    0.000    0.000 css_match.py:229(get_parent)
       40    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        1    0.000    0.000    0.415    0.415 connection.py:27(create_connection)
      295    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
       15    0.000    0.000    0.034    0.002 css_parser.py:294(__init__)
      131    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       12    0.000    0.000    0.000    0.000 queue.py:177(get)
       48    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
       13    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
       22    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1185(__init__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        8    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.010    0.010 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2392(_signature_from_function)
       19    0.000    0.000    0.023    0.001 css_match.py:1473(select)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        8    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    1.396    1.396 adapters.py:590(send)
        2    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
      110    0.000    0.000    0.000    0.000 enum.py:1337(value)
       44    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1605(<genexpr>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.005    0.005 adapters.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
       37    0.000    0.000    0.000    0.000 __init__.py:122(unescape)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       12    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
        1    0.000    0.000    0.002    0.002 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    1.395    1.395 connectionpool.py:592(urlopen)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1210(get_filename)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        1    0.000    0.000    0.316    0.316 client.py:324(begin)
       11    0.000    0.000    0.000    0.000 queue.py:137(put)
       13    0.000    0.000    0.000    0.000 parser.py:368(parse_comment)
        1    0.000    0.000    0.323    0.323 socket.py:960(getaddrinfo)
        2    0.000    0.000    0.016    0.008 parser.py:1(<module>)
       32    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        2    0.000    0.000    0.001    0.001 cookiejar.py:1681(extract_cookies)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 exceptions.py:303(ProxySchemeUnknown)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        2    0.000    0.000    0.010    0.005 api.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
    85/40    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    1.395    1.395 connectionpool.py:377(_make_request)
      101    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
       98    0.000    0.000    0.000    0.000 <frozen os>:735(__iter__)
        1    0.000    0.000    0.019    0.019 compat.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       10    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       96    0.000    0.000    0.000    0.000 utils.py:70(is_latin)
        1    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2392(_IPv6Constants)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1018(create_module)
        1    0.000    0.000    0.035    0.035 _base_connection.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
      307    0.000    0.000    0.000    0.000 element.py:2414(__bool__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.315    0.315 client.py:291(_read_status)
        1    0.000    0.000    0.002    0.002 retry.py:1(<module>)
        1    0.000    0.000    0.035    0.035 css_parser.py:417(CSSParser)
        1    0.000    0.000    0.003    0.003 css_match.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       21    0.000    0.000    0.315    0.015 {method 'readline' of '_io.BufferedReader' objects}
       29    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       33    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
       46    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        6    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       29    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.026    0.026 _request_methods.py:1(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _collections.py:306(add)
       13    0.000    0.000    0.000    0.000 parse.py:875(quote)
        1    0.000    0.000    0.000    0.000 _collections.py:341(extend)
        1    0.000    0.000    0.005    0.005 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.008    0.008 sessions.py:457(prepare_request)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
       69    0.000    0.000    0.000    0.000 utils.py:134(is_cjk)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 message.py:535(get_all)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
       17    0.000    0.000    0.000    0.000 css_parser.py:442(__init__)
       40    0.000    0.000    0.000    0.000 utils.py:129(is_case_variable)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.659    0.659 ssl_.py:413(ssl_wrap_socket)
       84    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
       92    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       18    0.000    0.000    0.002    0.000 __init__.py:89(select_one)
       10    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        3    0.000    0.000    0.000    0.000 css_parser.py:201(_cached_css_compile)
      113    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
        8    0.000    0.000    0.000    0.000 message.py:500(get)
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       47    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       41    0.000    0.000    0.000    0.000 utils.py:94(is_symbol)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       24    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      115    0.000    0.000    0.000    0.000 cd.py:394(<lambda>)
        1    0.000    0.000    3.211    3.211 sessions.py:500(request)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _htmlparser.py:1(<module>)
      127    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        5    0.000    0.000    0.000    0.000 connection.py:410(putheader)
       18    0.000    0.000    0.002    0.000 css.py:132(select_one)
        1    0.000    0.000    0.000    0.000 utils.py:225(any_specified_encoding)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
       11    0.000    0.000    0.000    0.000 element.py:530(get_text)
        6    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
      118    0.000    0.000    0.000    0.000 cd.py:145(<genexpr>)
        1    0.000    0.000    0.018    0.018 css_parser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        1    0.000    0.000    0.000    0.000 mimetypes.py:426(_default_mime_types)
      8/6    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1319(create_module)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      131    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       19    0.000    0.000    0.000    0.000 element.py:3151(css)
        6    0.000    0.000    0.000    0.000 cookiejar.py:727(is_third_party)
       69    0.000    0.000    0.000    0.000 utils.py:184(is_arabic)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 response.py:722(__init__)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        1    0.000    0.000    0.007    0.007 utils.py:207(get_netrc_auth)
        1    0.000    0.000    0.023    0.023 dammit.py:775(__init__)
      130    0.000    0.000    0.000    0.000 enum.py:921(<lambda>)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.002    0.002 _local.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1579(_cookies_from_attrs_set)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:602(get_content_type)
       12    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
       23    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
        8    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:269(handle_comment)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    3.211    3.211 api.py:14(request)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 css_match.py:76(_DocumentNav)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
        7    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.001    0.001 adapters.py:336(build_response)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        7    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 cookiejar.py:551(domain_match)
        1    0.000    0.000    0.068    0.068 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        5    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 response.py:466(__init__)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        8    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2496(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        8    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.072    0.072 _htmlparser.py:433(feed)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x787a4462bce0}
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.316    0.316 client.py:1386(getresponse)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.000    0.000 _local.py:484(Path)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       22    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.023    0.023 _htmlparser.py:361(prepare_markup)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:645(parse_pseudo_nth)
       46    0.000    0.000    0.000    0.000 css_types.py:317(__len__)
       19    0.000    0.000    0.000    0.000 css_match.py:273(has_html_ns)
       18    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
       23    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
      120    0.000    0.000    0.000    0.000 cd.py:167(<lambda>)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1327(exec_module)
       32    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
