('Market Cap', '3.515T')
         620852 function calls (597109 primitive calls) in 1.927 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
    63/62    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       61    0.000    0.000    0.001    0.000 dataclasses.py:768(_get_field)
       61    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
       61    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       58    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
       58    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
    56/49    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       53    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       53    0.000    0.000    0.000    0.000 utils.py:56(unicode_range)
       53    0.000    0.000    0.001    0.000 typing.py:1023(__init__)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1939(__init__)
       52    0.000    0.000    0.001    0.000 _connection.py:410(_extract_next_receive_event)
       52    0.000    0.000    0.003    0.000 _connection.py:438(next_event)
       51    0.000    0.000    0.000    0.000 _decoders.py:237(decode)
       51    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
       51    0.000    0.000    0.000    0.000 enum.py:1596(__or__)
       50    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       50    0.000    0.000    0.001    0.000 typing.py:1256(_generic_init_subclass)
       50    0.000    0.000    0.000    0.000 <string>:5(__eq__)
       50    0.000    0.000    0.001    0.000 _readers.py:127(__call__)
       50    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
       49    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       49    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
       49    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
       49    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
       49    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
       49    0.000    0.000    0.000    0.000 <frozen os>:735(__iter__)
    48/17    0.001    0.000    0.014    0.001 css_parser.py:847(parse_selectors)
       48    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
       46    0.000    0.000    0.000    0.000 css_match.py:661(match_attributes)
       46    0.000    0.000    0.000    0.000 css_match.py:951(match_contains)
       46    0.000    0.000    0.000    0.000 css_types.py:317(__len__)
       46    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
       45    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       45    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
       44    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
       43    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       41    0.000    0.000    0.000    0.000 utils.py:94(is_symbol)
       41    0.001    0.000    0.001    0.000 cd.py:120(get_target_features)
       41    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       40    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       40    0.000    0.000    0.001    0.000 typing.py:1207(_generic_class_getitem)
       40    0.000    0.000    0.000    0.000 utils.py:144(is_hiragana)
       40    0.000    0.000    0.000    0.000 utils.py:154(is_katakana)
       40    0.000    0.000    0.000    0.000 utils.py:164(is_hangul)
       40    0.000    0.000    0.000    0.000 utils.py:174(is_thai)
       40    0.000    0.000    0.000    0.000 utils.py:129(is_case_variable)
       39    0.000    0.000    0.000    0.000 inspect.py:2828(kind)
       38    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       38    0.000    0.000    0.000    0.000 message.py:427(__setitem__)
       38    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
       38    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
       38    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
       37    0.000    0.000    0.000    0.000 __init__.py:91(_replace_charref)
       37    0.000    0.000    0.000    0.000 parser.py:92(_replace_attr_charref)
       37    0.000    0.000    0.000    0.000 __init__.py:122(unescape)
       37    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
       37    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
       37    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       37    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
       37    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       36    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       36    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2316(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
    35/27    0.000    0.000    0.010    0.000 css_parser.py:557(parse_pseudo_class)
       35    0.000    0.000    0.000    0.000 _connection.py:217(our_state)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
       34    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       34    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
       34    0.000    0.000    0.003    0.000 typing.py:806(Optional)
       34    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       33    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       33    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
       33    0.000    0.000    0.000    0.000 _util.py:84(validate)
       32    0.000    0.000    0.000    0.000 css_types.py:106(__iter__)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
       31    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       31    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       31    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       31    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       31    0.000    0.000    0.000    0.000 _connection.py:342(_respond_to_state_changes)
       31    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
    31/26    0.000    0.000    0.010    0.000 css_parser.py:704(parse_pseudo_open)
       30    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       30    0.000    0.000    0.001    0.000 _connection.py:272(_process_event)
       30    0.000    0.000    0.000    0.000 _state.py:316(_fire_state_triggered_transitions)
       30    0.000    0.000    0.000    0.000 _state.py:275(process_event)
       30    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       29    0.001    0.000    0.657    0.023 __init__.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
       29    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
       29    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
       29    0.000    0.000    0.000    0.000 inspect.py:2816(name)
       29    0.000    0.000    0.001    0.000 typing.py:1748(__getitem__)
       28    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       28    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1676(_fill_cache)
       28    0.000    0.000    0.004    0.000 enum.py:498(__new__)
       28    0.000    0.000    0.000    0.000 __init__.py:909(_linkage_fixer)
       28    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1717(path_hook_for_FileFinder)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(__init__)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1488(_path_hooks)
       27    0.001    0.000    1.005    0.037 http11.py:209(_receive_event)
       27    0.000    0.000    0.000    0.000 _connection.py:260(_server_switch_event)
       27    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
       27    0.000    0.000    0.000    0.000 inspect.py:3098(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       26    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       26    0.000    0.000    0.009    0.000 dataclasses.py:470(add_fns_to_class)
       26    0.001    0.000    0.015    0.001 dataclasses.py:929(_process_class)
       26    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
       26    0.000    0.000    0.405    0.016 _models.py:884(iter_bytes)
       26    0.000    0.000    0.391    0.015 _models.py:935(iter_raw)
       26    0.000    0.000    0.391    0.015 http11.py:196(_receive_response_body)
       26    0.000    0.000    0.391    0.015 http11.py:330(__iter__)
       26    0.000    0.000    0.391    0.015 connection_pool.py:401(__iter__)
       26    0.000    0.000    0.000    0.000 _events.py:299(__init__)
       26    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
       26    0.000    0.000    0.391    0.015 default.py:125(__iter__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       26    0.000    0.000    0.391    0.015 _client.py:152(__iter__)
       26    0.000    0.000    0.015    0.001 dataclasses.py:1294(wrap)
       26    0.000    0.000    0.000    0.000 dataclasses.py:412(<genexpr>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
       26    0.000    0.000    0.000    0.000 dataclasses.py:429(__init__)
       26    0.000    0.000    0.002    0.000 dataclasses.py:1277(dataclass)
       26    0.000    0.000    0.000    0.000 dataclasses.py:351(__init__)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
    25/15    0.000    0.000    0.145    0.010 {built-in method builtins.__import__}
       25    0.013    0.001    0.013    0.001 {method 'decompress' of 'zlib.Decompress' objects}
       25    0.000    0.000    1.000    0.040 ssl.py:1129(read)
       25    0.000    0.000    0.000    0.000 _connection.py:364(receive_data)
       25    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
       25    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
       25    0.000    0.000    1.001    0.040 sync.py:124(read)
       25    0.000    0.000    0.013    0.001 _decoders.py:95(decode)
       25    0.000    0.000    1.000    0.040 ssl.py:1278(recv)
       25    1.000    0.040    1.000    0.040 {method 'read' of '_ssl._SSLSocket' objects}
       25    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
       25    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       24    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       24    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
       23    0.000    0.000    0.000    0.000 cd.py:316(<lambda>)
       22    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       22    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
       22    0.000    0.000    0.000    0.000 css_types.py:120(__hash__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       20    0.000    0.000    0.000    0.000 inspect.py:2763(__init__)
       20    0.000    0.000    0.000    0.000 dataclasses.py:610(_init_fn)
       20    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
       20    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
       20    0.000    0.000    0.001    0.000 typing.py:1719(__getitem__)
       20    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       19    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
     19/7    0.000    0.000    0.001    0.000 inspect.py:2496(_signature_from_callable)
       19    0.003    0.000    0.006    0.000 enum.py:1753(convert_class)
       19    0.000    0.000    0.001    0.000 __init__.py:43(compile)
       19    0.000    0.000    0.000    0.000 css_types.py:92(__init__)
       19    0.000    0.000    0.000    0.000 css_match.py:436(__init__)
       19    0.000    0.000    0.000    0.000 css_types.py:136(__init__)
       19    0.000    0.000    0.000    0.000 css_match.py:179(get_children)
       19    0.000    0.000    0.000    0.000 element.py:3151(css)
       19    0.000    0.000    0.000    0.000 css_match.py:79(assert_valid_input)
       19    0.000    0.000    0.021    0.001 css_match.py:1473(select)
       19    0.000    0.000    0.000    0.000 css_match.py:273(has_html_ns)
       19    0.000    0.000    0.000    0.000 css_match.py:148(is_xml_tree)
       19    0.000    0.000    0.000    0.000 css.py:81(_ns)
       19    0.000    0.000    0.000    0.000 css.py:59(__init__)
       19    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
       19    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       19    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:997(exec_module)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       18    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
       18    0.000    0.000    0.002    0.000 element.py:3109(select_one)
       18    0.000    0.000    0.002    0.000 __init__.py:89(select_one)
       18    0.000    0.000    0.001    0.000 css_match.py:1467(select_one)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.002    0.000 css.py:132(select_one)
       18    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       18    0.000    0.000    0.000    0.000 enum.py:807(__members__)
       18    0.000    0.000    0.000    0.000 inspect.py:2008(_signature_get_user_defined_method)
       18    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       17    0.000    0.000    0.014    0.001 css_parser.py:1040(process_selectors)
       17    0.000    0.000    0.000    0.000 css_parser.py:442(__init__)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
       17    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
    16/10    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
       16    0.000    0.000    0.001    0.000 typing.py:1733(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 inspect.py:1443(repl)
       16    0.000    0.000    0.000    0.000 inspect.py:1810(_shadowed_dict)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__eq__)
       15    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       15    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
       15    0.000    0.000    0.000    0.000 inspect.py:1441(formatannotation)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.033    0.002 css_parser.py:294(__init__)
       15    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
       15    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
       15    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       13    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       13    0.001    0.000    0.006    0.000 enum.py:898(_convert_)
       13    0.001    0.000    0.002    0.000 __init__.py:358(namedtuple)
       13    0.000    0.000    0.000    0.000 inspect.py:3051(__init__)
       13    0.000    0.000    0.001    0.000 typing.py:2054(__new__)
       13    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       13    0.000    0.000    0.001    0.000 parser.py:368(parse_comment)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:269(handle_comment)
       13    0.000    0.000    0.000    0.000 inspect.py:3111(parameters)
       13    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       13    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
       12    0.000    0.000    0.000    0.000 inspect.py:1823(getattr_static)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
       12    0.000    0.000    0.000    0.000 inspect.py:3115(return_annotation)
       12    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       12    0.000    0.000    0.000    0.000 inspect.py:1784(_check_class)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       11    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
       11    0.000    0.000    0.000    0.000 element.py:530(get_text)
       11    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
       11    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
       11    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 inspect.py:2850(__str__)
        9    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        9    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        9    0.000    0.000    0.001    0.000 parser.py:172(set_cdata_mode)
        9    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
        9    0.000    0.000    0.000    0.000 css_types.py:332(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        9    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        9    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
      8/6    0.002    0.000    0.003    0.001 {built-in method _imp.create_dynamic}
        8    0.002    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        8    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        8    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        8    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1308(__init__)
        8    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
      8/6    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:1319(create_module)
        8    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1327(exec_module)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:2392(_signature_from_function)
        7    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
        7    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        7    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        7    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        7    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        7    0.000    0.000    0.000    0.000 request.py:307(full_url)
        7    0.000    0.000    0.001    0.000 inspect.py:3103(from_callable)
        7    0.000    0.000    0.001    0.000 inspect.py:3382(signature)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        7    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 inspect.py:2154(_signature_is_functionlike)
        6    0.000    0.000    0.001    0.000 inspect.py:3327(format)
        6    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        6    0.001    0.000    0.001    0.000 utils.py:361(cut_sequence_chunks)
        6    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 parse.py:875(quote)
        6    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        6    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        6    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
        6    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:2754(final)
        6    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
        6    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:2114(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:2140(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:2487(_descriptor_get)
        6    0.000    0.000    0.000    0.000 inspect.py:3119(replace)
        6    0.000    0.000    0.001    0.000 inspect.py:3324(__str__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        6    0.000    0.000    0.000    0.000 functools.py:435(_unwrap_partial)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        6    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
        6    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1027(__iter__)
        6    0.000    0.000    0.000    0.000 __init__.py:673(update)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.003    0.001    0.408    0.082 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        5    0.001    0.000    0.002    0.000 cd.py:252(alpha_unicode_split)
        5    0.000    0.000    0.015    0.003 cd.py:346(coherence_ratio)
        5    0.001    0.000    0.003    0.001 cd.py:137(alphabet_languages)
        5    0.000    0.000    0.000    0.000 cd.py:319(filter_alt_coherence_matches)
        5    0.000    0.000    0.000    0.000 utils.py:119(is_separator)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 cd.py:335(<genexpr>)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        5    0.000    0.000    0.000    0.000 request.py:371(add_header)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:1354(disable)
        5    0.000    0.000    0.000    0.000 __init__.py:1751(getEffectiveLevel)
        5    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        5    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        5    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        5    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
        5    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        5    0.000    0.000    0.000    0.000 __init__.py:622(most_common)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
